65 61 60 54 62 66 51
61 53 61 62 53 63 60
66 48 62 56 55 54 54
68 48 60 60 52 63 56
66 58 45 62 43 50 49
65 57 54 53 58 63 54
65 60 47 67 54 65 65
64 49 45 52 43 60 48
72 48 57 55 47 65 61
63 51 58 59 58 54 61
71 68 53 63 50 49 58
64 62 44 53 58 51 56
53 63 43 51 50 67 50
63 52 53 52 56 49 58
62 67 47 58 61 55 49
72 64 43 47 61 61 62
69 55 55 66 55 59 63
71 60 61 64 61 68 55
62 52 53 61 51 53 52
72 63 58 55 53 61 61
57 54 53 47 54 61 47
59 62 59 66 54 67 48
54 49 52 51 61 66 47
65 51 58 50 53 50 50
53 65 49 54 51 53 48
53 61 46 67 50 66 65
59 67 49 61 50 51 56
71 61 53 61 50 59 57
57 64 60 59 62 53 67
65 52 48 47 62 52 52
58 48 60 56 49 51 58
68 56 55 56 55 50 53
58 59 61 49 44 49 65
69 59 49 64 59 58 53
73 49 49 63 50 65 48
69 63 63 60 49 65 53
57 55 56 50 49 60 64
63 68 44 53 44 58 56
56 54 51 63 49 68 64
59 59 46 64 53 60 66
57 68 45 51 56 57 63
67 58 53 56 44 50 67
61 62 53 51 62 64 53
71 67 45 59 51 50 57
67 67 54 47 43 50 51
63 64 44 50 60 63 60
71 66 56 50 54 65 64
56 65 63 58 57 50 50
58 51 46 60 57 66 67
59 57 53 59 60 55 63
69 48 54 67 44 63 47
66 64 57 66 58 50 65
53 62 43 65 55 66 51
71 50 51 49 48 67 52
72 64 58 62 54 59 59
54 53 52 61 49 57 58
53 61 51 49 57 50 61
70 52 60 67 59 59 66
61 66 57 53 45 48 50
70 60 56 63 42 51 50
69 65 56 64 48 62 51
68 52 48 49 54 58 50
54 52 43 49 44 59 53
54 51 50 49 62 53 63
70 56 56 66 58 51 62
55 49 48 51 57 49 48
55 48 43 59 58 55 55
57 60 43 66 48 54 52
57 54 62 63 62 68 58
71 64 43 57 53 55 54
67 67 58 63 42 64 60
68 62 63 65 59 50 60
65 66 49 66 49 54 63
72 63 63 47 49 57 50
62 58 49 65 48 48 54
58 57 46 58 52 66 56
60 66 55 50 42 54 58
70 49 46 59 59 60 67
60 66 51 65 47 65 47
61 61 52 62 48 50 64
65 63 43 62 50 55 67
61 55 50 56 46 68 61
53 62 49 59 48 63 60
59 48 58 56 61 48 62
69 65 58 64 52 51 63
73 63 45 56 42 58 50
54 53 45 58 56 59 65
67 50 57 53 51 64 59
57 50 56 48 52 51 47
62 51 57 48 43 68 58
64 56 61 55 49 54 52
67 56 50 51 43 63 49
57 58 51 64 52 49 66
66 66 60 51 53 50 55
65 67 47 52 49 65 59
59 51 48 60 62 51 48
56 58 46 67 53 59 51
71 65 48 47 42 48 61
68 50 62 52 52 53 49
59 67 63 55 46 56 50
70 63 60 59 61 57 60
54 55 50 59 43 65 52
65 52 60 55 42 49 64
62 63 54 57 53 57 50
72 56 49 63 49 52 52
59 55 60 47 61 58 61
71 57 52 54 55 52 54
72 64 55 54 43 65 53
72 66 58 59 46 63 61
73 53 53 48 48 68 57
66 64 54 58 62 67 61
57 67 50 63 51 49 65
53 50 59 49 49 59 64
53 48 45 63 59 57 56
61 60 49 65 58 63 65
61 66 62 67 58 68 67
70 58 59 63 58 50 50
66 52 62 54 45 62 64
67 58 57 65 60 50 66
59 61 44 49 50 60 50
73 49 55 67 57 50 65
64 52 48 50 58 63 65
61 61 54 54 51 65 67
70 64 61 67 58 68 60
54 49 55 56 53 53 64
60 65 43 67 58 65 64
54 68 59 67 42 66 47
56 49 63 47 42 66 57
58 51 44 66 59 60 59
53 56 50 64 62 60 63
53 65 46 53 50 65 61
61 57 51 61 55 64 65
55 49 53 49 62 49 50
69 60 58 57 51 65 54
69 68 45 50 59 56 65
54 54 63 48 47 55 58
69 55 49 50 42 51 48
53 59 59 65 49 50 58
69 50 57 64 51 48 58
55 65 45 52 58 51 48
64 64 52 66 43 64 47
65 52 57 59 56 50 67
72 61 44 53 45 60 60
68 67 51 63 45 68 53
54 66 45 48 60 58 52
62 66 44 49 49 61 61
64 50 47 61 46 54 52
59 63 49 57 58 65 58
54 55 45 66 61 58 47
60 60 57 57 53 61 55
53 50 57 59 61 65 56
73 49 56 53 59 54 55
54 50 45 63 42 64 63
69 55 55 56 53 65 66
68 57 61 61 48 66 47
73 60 50 50 45 54 58
73 54 49 56 59 50 60
58 58 63 52 59 53 47
70 53 55 58 62 51 57
55 62 63 63 44 64 48
63 65 49 54 43 53 63
66 67 62 57 60 66 48
66 53 51 54 44 62 57
70 55 48 61 49 60 58
67 63 61 64 55 49 60
53 61 57 54 50 65 53
66 50 48 67 44 63 62
63 63 49 52 59 62 48
70 55 57 65 44 56 64
70 55 57 58 61 58 57
54 48 45 54 52 57 49
66 54 57 67 51 61 61
65 62 52 65 46 62 62
61 65 47 50 49 57 67
53 49 58 61 42 67 62
59 68 47 51 51 50 54
55 57 47 57 49 58 63
60 64 59 65 43 54 64
55 59 47 53 55 48 55
72 64 54 51 45 58 63
66 49 44 51 62 57 59
71 65 48 61 57 49 64
61 64 49 52 55 63 58
53 63 60 59 45 57 47
56 58 54 55 58 61 52
66 67 50 64 58 62 66
58 56 48 48 51 49 61
71 67 51 50 56 49 67
57 60 54 61 60 55 53
72 65 46 49 51 66 55
56 53 46 60 61 57 58
53 51 60 59 51 62 56
58 50 58 55 46 51 56
72 57 61 66 50 54 63
56 61 47 57 52 48 66
70 67 52 48 43 64 67
71 54 46 63 61 67 63
58 48 52 63 51 54 61
61 51 44 57 57 65 64
71 57 51 47 53 59 49
68 48 51 63 43 59 64
72 57 58 66 61 57 54
67 53 56 58 49 63 62
70 59 61 57 50 65 56
60 53 52 57 43 51 62
56 54 47 52 57 65 64
64 62 46 62 59 61 58
56 53 55 50 59 54 59
71 55 44 58 53 48 48
71 48 46 57 57 48 54
72 67 58 60 54 59 56
55 64 57 56 62 49 63
54 54 60 54 59 62 57
56 53 54 53 45 50 60
59 65 43 56 43 52 62
60 51 44 48 48 67 55
72 53 52 61 54 53 50
58 52 49 48 57 56 47
61 54 54 51 57 49 65
56 68 63 50 50 62 65
67 49 44 60 61 59 52
58 61 45 61 59 67 50
68 51 52 50 51 61 58
57 63 45 67 57 50 53
61 49 53 48 52 55 48
72 61 59 62 58 50 67
56 66 62 60 45 68 47
61 56 62 65 55 59 58
67 57 58 64 57 53 67
68 63 51 67 53 62 56
56 55 62 64 49 56 54
67 60 48 47 60 67 53
55 52 51 60 60 66 48
56 62 56 56 62 50 62
62 68 50 66 59 49 56
53 50 48 67 48 60 55
58 56 59 56 45 49 57
59 48 53 58 49 56 50
72 65 50 65 45 58 58
59 55 50 54 61 60 47
57 57 58 60 45 60 50
68 60 44 66 50 61 49
64 62 44 61 53 52 55
57 55 53 48 51 65 61
56 55 45 66 62 63 58
72 62 47 48 43 68 65
61 64 48 48 62 64 49
62 48 58 67 48 62 55
67 48 63 49 58 62 60
63 60 49 51 56 54 55
59 59 58 49 49 66 66
60 54 62 48 50 49 49
67 56 50 56 54 63 63
56 55 63 63 51 59 54
59 64 59 56 51 61 50
60 53 58 64 42 51 56
62 65 60 63 56 61 57
70 64 60 50 46 51 67
60 52 44 62 49 68 62
65 66 46 53 58 50 57
54 55 53 64 60 58 51
63 58 48 47 60 57 48
68 52 47 47 42 53 59
64 63 43 53 57 66 57
60 67 58 49 60 48 60
70 51 48 52 55 57 60
56 49 57 55 49 58 51
68 63 59 60 54 52 51
65 53 53 65 58 54 59
54 66 60 65 59 55 47
54 66 43 52 57 57 54
61 62 59 58 49 57 60
59 63 52 61 52 61 61
69 50 61 65 51 51 50
59 63 55 64 49 63 66
67 62 44 52 47 53 62
66 62 48 66 42 61 65
59 60 59 66 62 63 48
70 57 59 51 61 64 67
70 51 54 65 58 51 54
66 53 59 52 45 52 67
60 55 47 50 57 52 50
62 53 53 56 61 51 54
64 64 45 56 52 65 53
69 56 46 48 57 56 48
58 51 46 65 44 62 54
73 66 53 65 53 64 59
53 58 43 57 44 54 66
53 58 44 48 48 68 51
56 49 44 51 60 66 55
58 63 50 51 61 53 50
70 68 55 66 60 57 54
56 55 49 59 60 62 66
69 54 56 55 60 58 66
62 65 54 53 54 62 47
63 48 59 67 53 61 66
73 50 57 55 42 58 64
55 51 56 66 61 63 67
56 60 53 54 56 63 54
64 57 51 57 56 50 56
68 50 47 48 49 63 47
55 60 46 50 42 52 64
53 50 56 53 46 65 50
60 66 59 63 52 52 56
54 60 61 65 60 55 59
57 64 52 51 46 66 57
73 65 46 53 49 58 67
54 50 46 58 54 65 57
73 61 47 48 55 59 62
67 61 62 60 47 55 55
61 63 60 66 49 62 66
56 53 50 65 58 63 55
57 65 57 59 56 49 65
56 64 60 63 55 62 50
55 63 44 61 52 55 48
56 59 59 50 47 52 50
59 65 54 64 48 59 67
54 50 44 64 54 49 49
67 53 44 47 61 68 64
72 59 46 57 54 51 66
63 63 57 67 57 64 63
73 55 55 59 49 64 63
71 68 60 57 57 61 64
69 61 54 53 52 53 54
57 49 47 57 61 56 61
64 57 52 62 45 68 59
62 59 55 50 59 61 66
71 51 45 63 62 55 67
71 56 50 67 44 56 62
60 63 46 57 47 63 56
68 62 50 65 47 64 61
57 66 62 48 47 59 53
72 50 63 58 47 68 66
53 53 47 51 62 67 62
70 50 63 58 52 61 47
54 63 57 63 62 68 49
57 64 62 67 51 62 66
65 50 45 49 43 62 57
59 49 44 63 57 50 61
71 49 46 62 58 52 64
54 67 62 53 47 54 53
55 55 56 61 50 67 62
57 50 50 64 47 50 63
64 53 47 64 58 65 62
67 49 58 64 58 64 57
59 53 55 59 57 54 61
55 66 63 63 52 65 64
62 54 48 60 53 56 57
57 60 51 56 47 49 57
71 62 54 64 52 50 60
72 68 50 57 50 67 54
65 65 62 57 58 51 47
53 60 51 64 61 62 61
70 65 43 65 48 60 52
62 49 46 56 55 58 64
69 61 44 50 58 68 58
61 51 48 52 43 51 62
56 62 45 57 54 55 65
59 67 57 65 47 56 48
56 53 62 64 54 67 51
61 67 50 61 62 50 57
65 50 55 49 52 65 58
68 62 49 65 46 57 53
61 64 58 50 42 57 54
65 68 52 51 56 66 51
58 53 57 49 50 66 51
68 57 59 66 43 54 59
56 62 57 66 57 57 52
67 66 51 50 44 50 67
61 65 60 61 52 63 60
53 50 57 61 45 65 54
60 68 56 49 60 67 52
55 61 61 56 43 63 65
57 55 51 63 43 57 52
63 64 50 49 54 52 53
53 61 62 48 58 58 52
59 48 44 56 51 57 60
57 56 48 61 49 54 60
69 63 44 67 56 48 57
71 61 46 47 56 56 48
55 52 63 61 47 55 62
72 50 55 63 47 48 55
67 63 61 67 59 51 61
58 57 51 63 55 68 52
62 62 47 49 51 51 67
55 67 46 52 49 55 62
53 64 62 48 58 66 49
58 49 46 61 44 64 65
69 55 48 67 52 63 67
72 50 45 62 57 56 55
67 63 51 62 59 64 61
54 52 57 55 60 64 49
55 60 54 51 44 63 59
72 57 62 59 52 53 47
61 56 55 52 60 66 64
56 54 62 67 61 56 58
69 50 59 54 56 58 60
60 57 57 66 56 68 59
58 53 49 48 44 58 55
73 56 60 59 58 61 47
53 58 50 52 44 52 60
62 54 58 65 53 65 49
57 53 62 56 48 52 65
66 65 54 61 51 60 67
67 62 55 65 43 57 60
59 67 59 55 50 68 60
58 66 58 50 62 48 51
66 58 62 61 59 65 50
64 65 48 52 50 52 56
57 58 50 65 55 62 52
73 55 59 49 48 65 61
53 56 53 50 61 60 50
71 58 60 67 49 59 63
73 67 56 58 53 64 54
67 48 49 49 56 63 53
62 54 52 66 57 64 60
72 68 48 67 60 49 56
61 68 56 58 50 51 62
59 49 49 60 62 64 66
70 62 56 50 46 53 53
61 56 63 65 49 49 55
62 58 54 58 48 55 56
55 62 56 59 55 48 65
55 57 48 50 42 49 59
64 62 61 50 42 50 50
70 54 49 56 54 54 65
68 63 58 47 44 61 49
65 64 50 63 56 67 64
71 49 56 49 54 51 59
53 59 45 66 50 56 51
73 50 54 54 61 55 50
58 66 48 60 56 56 54
68 61 60 55 43 66 48
58 68 55 59 54 63 55
73 60 52 56 51 55 51
71 56 56 59 51 54 53
53 59 53 50 56 58 61
68 54 43 54 43 64 65
63 57 47 61 62 61 66
53 67 47 59 45 50 58
73 55 62 66 52 56 65
66 57 45 55 44 64 66
73 50 46 67 52 52 56
69 65 50 60 62 58 59
63 54 59 63 51 48 59
67 63 57 48 56 48 61
69 57 63 63 45 65 52
64 65 54 53 54 57 51
56 67 53 64 59 63 63
61 63 55 59 53 49 56
61 57 48 55 52 52 62
55 61 57 57 54 61 55
72 56 47 64 54 66 54
54 62 61 63 52 60 53
71 55 48 52 49 61 55
73 59 61 56 49 49 64
58 67 44 61 56 58 66
68 55 56 58 52 60 55
71 53 57 47 54 52 63
55 56 58 61 49 60 58
59 54 48 59 47 60 52
58 51 55 59 54 51 52
59 62 60 52 55 52 57
73 68 59 64 59 59 62
59 60 45 63 52 61 54
57 60 61 50 50 54 55
56 58 44 66 57 54 55
71 48 48 61 50 66 56
69 49 56 56 61 55 58
61 49 63 48 59 68 56
67 57 62 55 58 54 55
53 59 62 58 53 49 56
55 66 45 61 53 58 59
58 48 58 49 49 61 62
61 50 55 63 56 51 67
72 57 62 54 59 57 54
60 52 56 64 61 65 50
57 67 48 47 62 49 51
66 52 43 52 55 54 51
65 66 56 51 43 57 47
61 52 54 53 46 60 47
73 64 47 64 46 48 53
70 53 60 47 50 68 60
68 64 49 47 42 65 54
62 60 52 52 61 68 57
57 63 46 61 57 57 54
59 52 53 66 46 64 52
63 62 44 57 60 67 61
64 63 58 65 47 56 63
60 58 60 55 43 49 53
59 48 49 60 61 48 55
64 48 48 66 46 65 56
54 66 57 50 55 56 64
61 61 47 60 61 67 67
66 58 48 60 48 50 61
64 51 55 52 46 51 59
59 59 46 52 50 62 64
69 65 43 60 52 57 54
55 63 50 47 46 49 47
55 65 50 64 43 50 50
71 49 49 50 51 65 52
63 66 61 56 56 63 60
59 52 63 54 55 59 58
54 51 45 57 58 57 60
60 50 48 54 55 55 62
61 57 62 51 53 62 54
65 51 60 55 43 58 53
73 51 56 66 48 67 58
62 62 62 62 48 54 63
55 67 56 59 57 56 54
65 65 63 56 59 56 48
73 61 62 60 57 68 53
59 60 49 60 48 52 50
57 59 55 56 48 50 47
71 58 60 63 43 60 59
62 63 48 61 56 62 56
61 64 45 60 43 52 49
61 64 54 55 47 49 58
54 51 48 61 56 48 62
71 52 55 52 49 68 60
56 65 56 60 55 61 50
56 61 63 57 49 64 49
59 48 60 57 60 51 67
59 62 58 57 46 63 51
65 65 53 60 62 57 48
53 66 51 55 45 49 62
67 60 56 62 44 48 64
57 53 54 59 46 68 62
53 60 54 52 48 64 52
72 49 52 53 52 51 48
53 65 53 49 47 63 60
57 66 59 62 56 52 58
72 68 62 62 46 53 59
58 61 45 65 46 64 60
65 49 43 58 56 56 52
59 63 55 56 51 52 63
67 60 57 62 55 56 56
59 52 52 67 61 62 53
56 55 43 61 57 62 59
63 61 53 65 62 62 52
57 63 61 55 54 57 52
56 49 54 62 59 68 56
53 58 56 58 53 54 60
71 55 52 63 60 64 51
56 60 62 54 50 61 58
61 56 58 60 42 62 48
